Date Generated,Fiscal Year,REGION/DIVISION,Kinder,Elementary,JHS,SHS                              (Proposed),SHS                              (Actual),TOTAL,Kinder2,Elementary3,JHS4,SHS,TOTAL5,% of Filled Up Items,Unfilled
18-Jul,31-Dec,School Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Region I - Ilocos Region,0,65,59,274,274,398,0,0,0,0,0,0%,398
18-Jul,31-Dec,Region II - Cagayan Valley,0,70,70,210,210,350,0,0,0,0,0,0%,350
18-Jul,31-Dec,Region III - Central Luzon,0,64,96,846,846,1006,0,0,0,0,0,0%,1006
18-Jul,31-Dec,Region V - Bicol Region,0,19,69,477,477,565,0,0,0,0,0,0%,565
18-Jul,31-Dec,Region VI - Western Visayas,0,93,99,638,638,830,0,0,0,0,0,0%,830
18-Jul,31-Dec,Region VII - Central Visayas,0,72,159,655,655,886,0,0,0,0,0,0%,886
18-Jul,31-Dec,Region VIII - Eastern Visayas,0,57,23,461,461,541,0,0,0,0,0,0%,541
18-Jul,31-Dec,Deped Region IX - Zamboanga Peninsula,0,37,30,442,442,509,0,4,0,0,4,0.79%,505
18-Jul,31-Dec,Region X - Northern Mindanao,0,53,80,429,429,562,0,0,0,0,0,0%,562
18-Jul,31-Dec,Region XI - Davao Region,0,31,75,527,527,633,0,0,0,0,0,0%,633
18-Jul,31-Dec,Region XII - SOCCSKSARGEN,0,26,38,440,440,504,0,1,1,0,2,0.40%,502
18-Jul,31-Dec,Region XIII (Caraga),0,10,41,209,209,260,0,0,0,0,0,0%,260
18-Jul,31-Dec,MBHTE-BARMM,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,CAR,0,40,69,104,104,213,0,0,0,0,0,0%,213
18-Jul,31-Dec,NCR,0,21,40,639,639,700,0,0,0,0,0,0%,700
18-Jul,31-Dec,NEGROS ISLAND REGION (NIR),0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Region IV-A (CALABARZON),0,42,88,1137,1137,1267,0,0,0,16,16,1.26%,1251
18-Jul,31-Dec,MIMAROPA Region,0,18,14,273,273,305,0,0,0,0,0,0%,305
18-Jul,31-Dec,SCHOOL ABROAD,,,,,,,,,,,,,
18-Jul,31-Dec,Kingdom of Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Kingdom of Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Sultanate of Oman,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,State of Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,REGION I - ILOCOS REGION,,,,,,,,,,,,,
18-Jul,31-Dec,Ilocos Norte,0,8,1,16,16,25,0,0,0,0,0,0%,25
18-Jul,31-Dec,Ilocos Sur,0,16,20,4,4,40,0,0,0,0,0,0%,40
18-Jul,31-Dec,La Union,0,9,8,39,39,56,0,0,0,0,0,0%,56
18-Jul,31-Dec,"Pangasinan I, Lingayen",0,12,11,105,105,128,0,0,0,0,0,0%,128
18-Jul,31-Dec,"Pangasinan II, Binalonan",0,7,9,34,34,50,0,0,0,0,0,0%,50
18-Jul,31-Dec,Dagupan City,0,0,0,10,10,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Laoag City,0,1,1,14,14,16,0,0,0,0,0,0%,16
18-Jul,31-Dec,San Carlos City-Region 1,0,3,5,4,4,12,0,0,0,0,0,0%,12
18-Jul,31-Dec,Urdaneta City,0,1,1,5,5,7,0,0,0,0,0,0%,7
18-Jul,31-Dec,Candon City,0,4,0,1,1,5,0,0,0,0,0,0%,5
18-Jul,31-Dec,Alaminos City,0,3,1,7,7,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Vigan City,0,0,0,18,18,18,0,0,0,0,0,0%,18
18-Jul,31-Dec,San Fernando City-Region 1,0,1,2,14,14,17,0,0,0,0,0,0%,17
18-Jul,31-Dec,Batac City,0,0,0,3,3,3,0,0,0,0,0,0%,3
18-Jul,31-Dec,REGION II - CAGAYAN VALLEY,,,,,,,,,,,,,
18-Jul,31-Dec,Batanes,0,0,0,2,2,2,0,0,0,0,0,0%,2
18-Jul,31-Dec,Cagayan,0,17,16,44,44,77,0,0,0,0,0,0%,77
18-Jul,31-Dec,Isabela,0,19,27,58,58,104,0,0,0,0,0,0%,104
18-Jul,31-Dec,Nueva Vizcaya,0,13,7,47,47,67,0,0,0,0,0,0%,67
18-Jul,31-Dec,Quirino,0,19,6,11,11,36,0,0,0,0,0,0%,36
18-Jul,31-Dec,Tuguegarao City,0,0,10,0,0,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Cauayan City,0,1,2,14,14,17,0,0,0,0,0,0%,17
18-Jul,31-Dec,Santiago City,0,0,1,26,26,27,0,0,0,0,0,0%,27
18-Jul,31-Dec,City of Ilagan,0,1,1,8,8,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,REGION III - CENTRAL LUZON,,,,,,,,,,,,,
18-Jul,31-Dec,Aurora,0,2,0,12,12,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,Bataan,0,4,10,45,45,59,0,0,0,0,0,0%,59
18-Jul,31-Dec,Bulacan,0,9,16,131,131,156,0,0,0,0,0,0%,156
18-Jul,31-Dec,Nueva Ecija,0,12,14,103,103,129,0,0,0,0,0,0%,129
18-Jul,31-Dec,Pampanga,0,7,3,97,97,107,0,0,0,0,0,0%,107
18-Jul,31-Dec,Tarlac,0,12,11,98,98,121,0,0,0,0,0,0%,121
18-Jul,31-Dec,Zambales,0,4,14,46,46,64,0,0,0,0,0,0%,64
18-Jul,31-Dec,Angeles City,0,0,1,40,40,41,0,0,0,0,0,0%,41
18-Jul,31-Dec,Cabanatuan City,0,1,2,37,37,40,0,0,0,0,0,0%,40
18-Jul,31-Dec,Olongapo City,0,0,1,10,10,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,San Jose del Monte City,0,0,6,50,50,56,0,0,0,0,0,0%,56
18-Jul,31-Dec,San Fernando City,0,3,5,47,47,55,0,0,0,0,0,0%,55
18-Jul,31-Dec,Gapan City,0,0,0,11,11,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Tarlac City,0,1,2,23,23,26,0,0,0,0,0,0%,26
18-Jul,31-Dec,Munoz Science City,0,0,0,6,6,6,0,0,0,0,0,0%,6
18-Jul,31-Dec,Balanga City,0,1,7,22,22,30,0,0,0,0,0,0%,30
18-Jul,31-Dec,Malolos City,0,3,0,29,29,32,0,0,0,0,0,0%,32
18-Jul,31-Dec,San Jose City,0,3,2,19,19,24,0,0,0,0,0,0%,24
18-Jul,31-Dec,Mabalacat City,0,1,2,7,7,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Meycauayan City,0,1,0,13,13,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,REGION V - BICOL REGION,,,,,,,,,,,,,
18-Jul,31-Dec,Albay,0,4,2,114,114,120,0,0,0,0,0,0%,120
18-Jul,31-Dec,Camarines Norte,0,1,2,45,45,48,0,0,0,0,0,0%,48
18-Jul,31-Dec,Camarines Sur,0,3,18,142,142,163,0,0,0,0,0,0%,163
18-Jul,31-Dec,Catanduanes,0,3,3,7,7,13,0,0,0,0,0,0%,13
18-Jul,31-Dec,Masbate,0,2,6,48,48,56,0,0,0,0,0,0%,56
18-Jul,31-Dec,Sorsogon,0,1,16,58,58,75,0,0,0,0,0,0%,75
18-Jul,31-Dec,Iriga City,0,0,1,9,9,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Legaspi City,0,0,2,13,13,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,Naga City,0,1,9,5,5,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,Sorsogon City,0,2,3,6,6,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Tabaco City,0,2,6,3,3,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Ligao City,0,0,1,15,15,16,0,0,0,0,0,0%,16
18-Jul,31-Dec,Masbate City,0,0,0,12,12,12,0,0,0,0,0,0%,12
18-Jul,31-Dec,REGION VI - WESTERN VISAYAS,,,,,,,,,,,,,
18-Jul,31-Dec,Himamaylan City,0,2,0,7,7,9,0,0,0,0,0,0%,9
18-Jul,31-Dec,Sipalay City,0,0,2,1,1,3,0,0,0,0,0,0%,3
18-Jul,31-Dec,Aklan,0,3,7,72,72,82,0,0,0,0,0,0%,82
18-Jul,31-Dec,Antique,0,13,8,54,54,75,0,0,0,0,0,0%,75
18-Jul,31-Dec,Capiz,0,1,5,82,82,88,0,0,0,0,0,0%,88
18-Jul,31-Dec,Guimaras,0,10,1,0,0,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Iloilo,0,25,32,123,123,180,0,0,0,0,0,0%,180
18-Jul,31-Dec,Negros Occidental,0,20,13,115,115,148,0,0,0,0,0,0%,148
18-Jul,31-Dec,Bacolod City,0,0,11,31,31,42,0,0,0,0,0,0%,42
18-Jul,31-Dec,Bago City,0,1,1,2,2,4,0,0,0,0,0,0%,4
18-Jul,31-Dec,Cadiz City,0,2,1,32,32,35,0,0,0,0,0,0%,35
18-Jul,31-Dec,Iloilo City,0,8,9,43,43,60,0,0,0,0,0,0%,60
18-Jul,31-Dec,La Carlota City,0,0,0,5,5,5,0,0,0,0,0,0%,5
18-Jul,31-Dec,Roxas City,0,1,4,5,5,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Sagay City,0,1,0,9,9,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,San Carlos City,0,1,0,13,13,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,Silay City,0,0,1,8,8,9,0,0,0,0,0,0%,9
18-Jul,31-Dec,Kabankalan City,0,3,2,15,15,20,0,0,0,0,0,0%,20
18-Jul,31-Dec,Passi City,0,2,1,12,12,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,Escalante City,0,0,1,9,9,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Victorias City,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,REGION VII - CENTRAL VISAYAS,,,,,,,,,,,,,
18-Jul,31-Dec,Bohol,0,30,67,20,20,117,0,0,0,0,0,0%,117
18-Jul,31-Dec,Cebu,0,17,37,273,273,327,0,0,0,0,0,0%,327
18-Jul,31-Dec,Cebu City,0,4,8,56,56,68,0,0,0,0,0,0%,68
18-Jul,31-Dec,Dumaguete City,0,0,3,16,16,19,0,0,0,0,0,0%,19
18-Jul,31-Dec,Lapu-Lapu City,0,0,4,25,25,29,0,0,0,0,0,0%,29
18-Jul,31-Dec,Mandaue City,0,0,12,18,18,30,0,0,0,0,0,0%,30
18-Jul,31-Dec,Negros Oriental,0,5,4,66,66,75,0,0,0,0,0,0%,75
18-Jul,31-Dec,Siquijor,0,1,1,14,14,16,0,0,0,0,0,0%,16
18-Jul,31-Dec,Toledo City,0,2,1,30,30,33,0,0,0,0,0,0%,33
18-Jul,31-Dec,Bayawan City,0,1,1,9,9,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Danao City,0,1,4,6,6,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Tagbilaran City,0,0,0,15,15,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,Talisay City,0,4,2,25,25,31,0,0,0,0,0,0%,31
18-Jul,31-Dec,Tanjay City,0,1,3,1,1,5,0,0,0,0,0,0%,5
18-Jul,31-Dec,Bais City,0,1,4,7,7,12,0,0,0,0,0,0%,12
18-Jul,31-Dec,Guihulngan City,0,0,1,6,6,7,0,0,0,0,0,0%,7
18-Jul,31-Dec,Carcar City,0,1,2,30,30,33,0,0,0,0,0,0%,33
18-Jul,31-Dec,Bogo City,0,3,2,10,10,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,"City of Naga, Cebu",0,1,3,28,28,32,0,0,0,0,0,0%,32
18-Jul,31-Dec,REGION VIII - EASTERN VISAYAS,,,,,,,,,,,,,
18-Jul,31-Dec,Biliran,0,0,0,13,13,13,0,0,0,0,0,0%,13
18-Jul,31-Dec,Leyte,0,7,12,97,97,116,0,0,0,0,0,0%,116
18-Jul,31-Dec,Southern Leyte,0,1,0,46,46,47,0,0,0,0,0,0%,47
18-Jul,31-Dec,Eastern Samar,0,4,1,51,51,56,0,0,0,0,0,0%,56
18-Jul,31-Dec,Northern Samar,0,35,0,85,85,120,0,0,0,0,0,0%,120
18-Jul,31-Dec,Samar (Western Samar),0,1,1,66,66,68,0,0,0,0,0,0%,68
18-Jul,31-Dec,Calbayog City,0,0,2,24,24,26,0,0,0,0,0,0%,26
18-Jul,31-Dec,Ormoc City,0,2,4,8,8,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,Tacloban City,0,1,2,11,11,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,Maasin City,0,2,0,4,4,6,0,0,0,0,0,0%,6
18-Jul,31-Dec,Catbalogan City,0,1,0,10,10,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Borongan City,0,2,1,35,35,38,0,0,0,0,0,0%,38
18-Jul,31-Dec,Baybay City,0,1,0,11,11,12,0,0,0,0,0,0%,12
18-Jul,31-Dec,DEPED REGION IX - ZAMBOANGA PENINSULA,,,,,,,,,,,,,
18-Jul,31-Dec,Zamboanga del Norte,0,5,5,100,100,110,0,4,0,0,4,3.64%,106
18-Jul,31-Dec,Zamboanga del Sur,0,12,11,32,32,55,0,0,0,0,0,0%,55
18-Jul,31-Dec,Zamboanga Sibugay,0,6,0,95,95,101,0,0,0,0,0,0%,101
18-Jul,31-Dec,Dapitan City,0,2,1,8,8,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Dipolog City,0,2,0,37,37,39,0,0,0,0,0,0%,39
18-Jul,31-Dec,Isabela City,0,0,1,19,19,20,0,0,0,0,0,0%,20
18-Jul,31-Dec,Pagadian City,0,7,10,1,1,18,0,0,0,0,0,0%,18
18-Jul,31-Dec,Zamboanga City,0,3,2,150,150,155,0,0,0,0,0,0%,155
18-Jul,31-Dec,REGION X - NORTHERN MINDANAO,,,,,,,,,,,,,
18-Jul,31-Dec,Bukidnon,0,11,18,86,86,115,0,0,0,0,0,0%,115
18-Jul,31-Dec,Camiguin,0,2,1,8,8,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Lanao del Norte,0,9,5,71,71,85,0,0,0,0,0,0%,85
18-Jul,31-Dec,Misamis Occidental,0,2,1,7,7,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Misamis Oriental,0,2,4,107,107,113,0,0,0,0,0,0%,113
18-Jul,31-Dec,Cagayan de Oro City,0,10,16,18,18,44,0,0,0,0,0,0%,44
18-Jul,31-Dec,Gingoog City,0,1,2,44,44,47,0,0,0,0,0,0%,47
18-Jul,31-Dec,Iligan City,0,2,10,15,15,27,0,0,0,0,0,0%,27
18-Jul,31-Dec,Ozamis City,0,3,7,25,25,35,0,0,0,0,0,0%,35
18-Jul,31-Dec,Oroquieta City,0,1,4,3,3,8,0,0,0,0,0,0%,8
18-Jul,31-Dec,Tangub City,0,1,1,17,17,19,0,0,0,0,0,0%,19
18-Jul,31-Dec,Valencia City,0,4,3,6,6,13,0,0,0,0,0,0%,13
18-Jul,31-Dec,Malaybalay City,0,5,7,16,16,28,0,0,0,0,0,0%,28
18-Jul,31-Dec,El Salvador,0,0,1,6,6,7,0,0,0,0,0,0%,7
18-Jul,31-Dec,REGION XI - DAVAO REGION,,,,,,,,,,,,,
18-Jul,31-Dec,Davao De Oro,0,2,4,95,95,101,0,0,0,0,0,0%,101
18-Jul,31-Dec,Davao del Norte,0,2,0,85,85,87,0,0,0,0,0,0%,87
18-Jul,31-Dec,Davao del Sur,0,2,4,40,40,46,0,0,0,0,0,0%,46
18-Jul,31-Dec,Davao Oriental,0,0,6,41,41,47,0,0,0,0,0,0%,47
18-Jul,31-Dec,Davao City,0,22,45,179,179,246,0,0,0,0,0,0%,246
18-Jul,31-Dec,Digos City,0,0,3,3,3,6,0,0,0,0,0,0%,6
18-Jul,31-Dec,Panabo City,0,2,4,21,21,27,0,0,0,0,0,0%,27
18-Jul,31-Dec,Tagum City,0,0,4,15,15,19,0,0,0,0,0,0%,19
18-Jul,31-Dec,Island Garden City of Samal,0,0,0,16,16,16,0,0,0,0,0,0%,16
18-Jul,31-Dec,Mati City,0,1,3,7,7,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Davao Occidental,0,0,2,25,25,27,0,0,0,0,0,0%,27
18-Jul,31-Dec,REGION XII - SOCCSKSARGEN,,,,,,,,,,,,,
18-Jul,31-Dec,North Cotabato,0,7,12,114,114,133,0,0,0,0,0,0%,133
18-Jul,31-Dec,Sarangani,0,0,5,62,62,67,0,0,0,0,0,0%,67
18-Jul,31-Dec,South Cotabato,0,6,9,95,95,110,0,0,0,0,0,0%,110
18-Jul,31-Dec,Sultan Kudarat,0,6,4,58,58,68,0,0,0,0,0,0%,68
18-Jul,31-Dec,General Santos City,0,1,0,49,49,50,0,0,0,0,0,0%,50
18-Jul,31-Dec,Kidapawan City,0,4,2,43,43,49,0,0,0,0,0,0%,49
18-Jul,31-Dec,Koronadal City,0,1,4,14,14,19,0,0,0,0,0,0%,19
18-Jul,31-Dec,Tacurong City,0,1,2,5,5,8,0,1,1,0,2,25.00%,6
18-Jul,31-Dec,REGION XIII (CARAGA),,,,,,,,,,,,,
18-Jul,31-Dec,Agusan del Norte,0,2,0,16,16,18,0,0,0,0,0,0%,18
18-Jul,31-Dec,Agusan del Sur,0,1,1,52,52,54,0,0,0,0,0,0%,54
18-Jul,31-Dec,Butuan City,0,2,3,21,21,26,0,0,0,0,0,0%,26
18-Jul,31-Dec,Siargao,0,1,0,8,8,9,0,0,0,0,0,0%,9
18-Jul,31-Dec,Surigao City,0,0,2,12,12,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,Surigao del Norte,0,1,2,26,26,29,0,0,0,0,0,0%,29
18-Jul,31-Dec,Surigao del Sur,0,2,26,10,10,38,0,0,0,0,0,0%,38
18-Jul,31-Dec,Bislig City,0,0,1,2,2,3,0,0,0,0,0,0%,3
18-Jul,31-Dec,Dinagat Island,0,0,1,29,29,30,0,0,0,0,0,0%,30
18-Jul,31-Dec,Bayugan City,0,1,0,11,11,12,0,0,0,0,0,0%,12
18-Jul,31-Dec,Cabadbaran City,0,0,3,6,6,9,0,0,0,0,0,0%,9
18-Jul,31-Dec,Tandag City,0,0,2,16,16,18,0,0,0,0,0,0%,18
18-Jul,31-Dec,MBHTE-BARMM,,,,,,,,,,,,,
18-Jul,31-Dec,Special Geographic Division,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Cotabato City,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Basilan,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Lanao del Sur - I,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Lanao del Sur - II,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Maguindanao I,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Sulu,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Tawi-Tawi,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Marawi City,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Lamitan City,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Maguindanao II,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,CAR,,,,,,,,,,,,,
18-Jul,31-Dec,Abra,0,3,3,26,26,32,0,0,0,0,0,0%,32
18-Jul,31-Dec,Apayao,0,0,3,14,14,17,0,0,0,0,0,0%,17
18-Jul,31-Dec,Benguet,0,27,36,7,7,70,0,0,0,0,0,0%,70
18-Jul,31-Dec,Ifugao,0,3,1,14,14,18,0,0,0,0,0,0%,18
18-Jul,31-Dec,Kalinga,0,2,0,8,8,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Mt. Province,0,3,6,2,2,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,Baguio City,0,0,10,31,31,41,0,0,0,0,0,0%,41
18-Jul,31-Dec,Tabuk City,0,2,10,2,2,14,0,0,0,0,0,0%,14
18-Jul,31-Dec,NCR,,,,,,,,,,,,,
18-Jul,31-Dec,Manila,0,1,0,8,8,9,0,0,0,0,0,0%,9
18-Jul,31-Dec,Quezon City,0,7,7,55,55,69,0,0,0,0,0,0%,69
18-Jul,31-Dec,Pasay City,0,1,0,65,65,66,0,0,0,0,0,0%,66
18-Jul,31-Dec,Caloocan City,0,3,8,91,91,102,0,0,0,0,0,0%,102
18-Jul,31-Dec,Mandaluyong City,0,1,6,20,20,27,0,0,0,0,0,0%,27
18-Jul,31-Dec,Marikina City,0,0,4,22,22,26,0,0,0,0,0,0%,26
18-Jul,31-Dec,Makati City,0,0,0,23,23,23,0,0,0,0,0,0%,23
18-Jul,31-Dec,Pasig City,0,0,2,60,60,62,0,0,0,0,0,0%,62
18-Jul,31-Dec,Paranaque City,0,1,2,141,141,144,0,0,0,0,0,0%,144
18-Jul,31-Dec,Las Pinas City,0,1,3,17,17,21,0,0,0,0,0,0%,21
18-Jul,31-Dec,Valenzuela City,0,0,2,42,42,44,0,0,0,0,0,0%,44
18-Jul,31-Dec,Malabon City,0,0,2,5,5,7,0,0,0,0,0,0%,7
18-Jul,31-Dec,Taguig,0,6,2,26,26,34,0,0,0,0,0,0%,34
18-Jul,31-Dec,Muntinlupa City,0,0,1,51,51,52,0,0,0,0,0,0%,52
18-Jul,31-Dec,City of San Juan,0,0,1,2,2,3,0,0,0,0,0,0%,3
18-Jul,31-Dec,Navotas,0,0,0,11,11,11,0,0,0,0,0,0%,11
18-Jul,31-Dec,REGION IV-A (CALABARZON),,,,,,,,,,,,,
18-Jul,31-Dec,Cabuyao City,0,0,0,30,30,30,0,0,0,16,16,53.33%,14
18-Jul,31-Dec,General Trias City,0,3,4,65,65,72,0,0,0,0,0,0%,72
18-Jul,31-Dec,Batangas,0,3,15,157,157,175,0,0,0,0,0,0%,175
18-Jul,31-Dec,Cavite,0,6,9,148,148,163,0,0,0,0,0,0%,163
18-Jul,31-Dec,Laguna,0,6,10,72,72,88,0,0,0,0,0,0%,88
18-Jul,31-Dec,Quezon,0,4,8,167,167,179,0,0,0,0,0,0%,179
18-Jul,31-Dec,Rizal,0,4,9,144,144,157,0,0,0,0,0,0%,157
18-Jul,31-Dec,Batangas City,0,2,4,22,22,28,0,0,0,0,0,0%,28
18-Jul,31-Dec,Cavite City,0,0,0,13,13,13,0,0,0,0,0,0%,13
18-Jul,31-Dec,Lipa City,0,1,2,46,46,49,0,0,0,0,0,0%,49
18-Jul,31-Dec,Lucena City,0,0,3,14,14,17,0,0,0,0,0,0%,17
18-Jul,31-Dec,San Pablo City,0,3,8,9,9,20,0,0,0,0,0,0%,20
18-Jul,31-Dec,Calamba City,0,1,0,58,58,59,0,0,0,0,0,0%,59
18-Jul,31-Dec,Antipolo City,0,3,3,29,29,35,0,0,0,0,0,0%,35
18-Jul,31-Dec,Tanauan City,0,1,0,14,14,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,Sta. Rosa City,0,0,2,13,13,15,0,0,0,0,0,0%,15
18-Jul,31-Dec,Dasmarinas City,0,0,1,60,60,61,0,0,0,0,0,0%,61
18-Jul,31-Dec,Tayabas City,0,0,1,9,9,10,0,0,0,0,0,0%,10
18-Jul,31-Dec,Bacoor City,0,0,3,29,29,32,0,0,0,0,0,0%,32
18-Jul,31-Dec,Imus City,0,5,4,19,19,28,0,0,0,0,0,0%,28
18-Jul,31-Dec,Binan City,0,0,2,19,19,21,0,0,0,0,0,0%,21
18-Jul,31-Dec,MIMAROPA REGION,,,,,,,,,,,,,
18-Jul,31-Dec,Marinduque,0,3,2,0,0,5,0,0,0,0,0,0%,5
18-Jul,31-Dec,Occidental Mindoro,0,0,2,71,71,73,0,0,0,0,0,0%,73
18-Jul,31-Dec,Oriental Mindoro,0,10,8,34,34,52,0,0,0,0,0,0%,52
18-Jul,31-Dec,Palawan,0,0,0,77,77,77,0,0,0,0,0,0%,77
18-Jul,31-Dec,Romblon,0,1,0,35,35,36,0,0,0,0,0,0%,36
18-Jul,31-Dec,Puerto Princesa City,0,2,2,36,36,40,0,0,0,0,0,0%,40
18-Jul,31-Dec,Calapan City,0,2,0,20,20,22,0,0,0,0,0,0%,22
18-Jul,31-Dec,School Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Region I - Ilocos Region,0,65,59,274,274,398,0,1,1,18,20,5.03%,378
18-Jul,31-Dec,Region II - Cagayan Valley,0,70,70,210,210,350,0,0,0,0,0,0%,350
18-Jul,31-Dec,Region III - Central Luzon,0,64,96,846,846,1006,0,0,0,0,0,0%,1006
18-Jul,31-Dec,Region V - Bicol Region,0,19,69,477,477,565,0,0,0,0,0,0%,565
18-Jul,31-Dec,Region VI - Western Visayas,0,93,99,638,638,830,0,0,7,0,7,0.84%,823
18-Jul,31-Dec,Region VII - Central Visayas,0,72,159,655,655,886,0,0,0,0,0,0%,886
18-Jul,31-Dec,Region VIII - Eastern Visayas,0,57,23,461,461,541,0,0,0,0,0,0%,541
18-Jul,31-Dec,Deped Region IX - Zamboanga Peninsula,0,37,30,442,442,509,0,4,1,0,5,0.98%,504
18-Jul,31-Dec,Region X - Northern Mindanao,0,53,80,429,429,562,0,0,0,0,0,0%,562
18-Jul,31-Dec,Region XI - Davao Region,0,31,75,527,527,633,0,0,0,0,0,0%,633
18-Jul,31-Dec,Region XII - SOCCSKSARGEN,0,26,38,440,440,504,0,1,1,0,2,0.40%,502
18-Jul,31-Dec,Region XIII (Caraga),0,10,41,209,209,260,0,0,0,0,0,0%,260
18-Jul,31-Dec,MBHTE-BARMM,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,CAR,0,40,69,104,104,213,0,0,0,0,0,0%,213
18-Jul,31-Dec,NCR,0,21,40,639,639,700,0,0,0,7,7,1.00%,693
18-Jul,31-Dec,NEGROS ISLAND REGION (NIR),0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul,31-Dec,Region IV-A (CALABARZON),0,42,88,1137,1137,1267,0,3,2,31,36,2.84%,1231
18-Jul,31-Dec,MIMAROPA Region,0,18,14,273,273,305,0,0,0,0,0,0%,305
30-Jul,31-Dec,SCHOOL ABROAD,,,,,,,,,,,,,
30-Jul,31-Dec,Kingdom of Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,Kingdom of Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,Sultanate of Oman,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,State of Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul,31-Dec,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0
