Date Generated,Fiscal Year,REGION/DIVISION,Kinder,Elementary,JHS,SHS                              (Proposed),SHS                              (Actual),TOTAL,Kinder2,Elementary3,JHS4,SHS,TOTAL5,% of Filled Up Items,Unfilled
16-Feb,31-Dec,Marikina City,0,0,4,22,22,26,0,0,4,12,16,61.54%,10
16-Feb,31-Dec,Makati City,0,0,0,23,23,23,0,0,0,17,17,73.91%,6
16-Feb,31-Dec,Pasig City,0,0,2,60,60,62,0,0,2,58,60,96.77%,2
16-Feb,31-Dec,Paranaque City,0,1,2,141,141,144,0,1,2,141,144,100.00%,0
16-Feb,31-Dec,Las Pinas City,0,1,3,17,17,21,0,1,1,10,12,57.14%,9
16-Feb,31-Dec,Valenzuela City,0,0,2,42,42,44,0,0,2,42,44,100.00%,0
16-Feb,31-Dec,Malabon City,0,0,2,5,5,7,0,0,2,5,7,100.00%,0
16-Feb,31-Dec,Taguig,0,6,2,26,26,34,0,6,2,25,33,97.06%,1
16-Feb,31-Dec,Muntinlupa City,0,0,1,51,51,52,0,0,1,20,21,40.38%,31
16-Feb,31-Dec,City of San Juan,0,0,1,2,2,3,0,0,1,2,3,100.00%,0
16-Feb,31-Dec,Navotas,0,0,0,11,11,11,0,0,0,11,11,100.00%,0
16-Feb,31-Dec,REGION IV-A (CALABARZON),,,,,,,,,,,,,
16-Feb,31-Dec,Cabuyao City,0,0,0,30,30,30,0,0,0,27,27,90.00%,3
16-Feb,31-Dec,General Trias City,0,3,4,65,65,72,0,3,3,61,67,93.06%,5
16-Feb,31-Dec,San Pedro City,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Feb,31-Dec,Batangas,0,3,15,157,157,175,0,3,14,151,168,96.00%,7
16-Feb,31-Dec,Cavite,0,6,9,148,148,163,0,6,8,139,153,93.87%,10
16-Feb,31-Dec,Laguna,0,6,10,72,72,88,0,6,8,70,84,95.45%,4
16-Feb,31-Dec,Quezon,0,4,8,167,167,179,0,4,7,159,170,94.97%,9
16-Feb,31-Dec,Rizal,0,4,9,144,144,157,0,0,0,0,0,0%,157
16-Feb,31-Dec,Batangas City,0,2,4,22,22,28,0,2,3,21,26,92.86%,2
16-Feb,31-Dec,Cavite City,0,0,0,13,13,13,0,0,0,0,0,0%,13
16-Feb,31-Dec,Lipa City,0,1,2,46,46,49,0,1,2,41,44,89.80%,5
16-Feb,31-Dec,Lucena City,0,0,3,14,14,17,0,0,0,0,0,0%,17
16-Feb,31-Dec,San Pablo City,0,3,8,9,9,20,0,3,8,8,19,95.00%,1
16-Feb,31-Dec,Calamba City,0,1,0,58,58,59,0,1,0,58,59,100.00%,0
16-Feb,31-Dec,Antipolo City,0,3,3,29,29,35,0,3,3,28,34,97.14%,1
16-Feb,31-Dec,Tanauan City,0,1,0,14,14,15,0,1,0,12,13,86.67%,2
16-Feb,31-Dec,Sta. Rosa City,0,0,2,13,13,15,0,0,2,10,12,80.00%,3
16-Feb,31-Dec,Dasmarinas City,0,0,1,60,60,61,0,0,1,47,48,78.69%,13
16-Feb,31-Dec,Tayabas City,0,0,1,9,9,10,0,0,1,9,10,100.00%,0
16-Feb,31-Dec,Bacoor City,0,0,3,29,29,32,0,0,3,29,32,100.00%,0
16-Feb,31-Dec,Imus City,0,5,4,19,19,28,0,5,4,18,27,96.43%,1
16-Feb,31-Dec,Binan City,0,0,2,19,19,21,0,0,0,0,0,0%,21
16-Feb,31-Dec,MIMAROPA REGION,,,,,,,,,,,,,
16-Feb,31-Dec,Marinduque,0,3,2,0,0,5,0,3,2,0,5,100.00%,0
16-Feb,31-Dec,Occidental Mindoro,0,0,2,71,71,73,0,0,2,71,73,100.00%,0
16-Feb,31-Dec,Oriental Mindoro,0,10,8,34,34,52,0,9,8,33,50,96.15%,2
16-Feb,31-Dec,Palawan,0,0,0,77,77,77,0,0,0,77,77,100.00%,0
16-Feb,31-Dec,Romblon,0,1,0,35,35,36,0,1,0,34,35,97.22%,1
16-Feb,31-Dec,Puerto Princesa City,0,2,2,36,36,40,0,2,2,36,40,100.00%,0
16-Feb,31-Dec,Calapan City,0,2,0,20,20,22,0,2,0,20,22,100.00%,0
28-Feb,31-Dec,School Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Region I - Ilocos Region,0,65,59,276,276,400,0,64,57,268,389,97.25%,11
28-Feb,31-Dec,Region II - Cagayan Valley,0,70,70,210,210,350,0,66,65,200,331,94.57%,19
28-Feb,31-Dec,Region III - Central Luzon,0,64,96,846,846,1006,0,54,78,652,784,77.93%,222
28-Feb,31-Dec,Region V - Bicol Region,0,19,69,477,477,565,0,16,60,432,508,89.91%,57
28-Feb,31-Dec,Region VI - Western Visayas,0,93,99,638,638,830,0,80,72,123,275,33.13%,555
28-Feb,31-Dec,Region VII - Central Visayas,0,72,159,655,655,886,0,69,154,550,773,87.25%,113
28-Feb,31-Dec,Region VIII - Eastern Visayas,0,57,23,461,461,541,0,57,22,444,523,96.67%,18
28-Feb,31-Dec,Deped Region IX - Zamboanga Peninsula,0,37,30,442,442,509,0,37,30,437,504,99.02%,5
28-Feb,31-Dec,Region X - Northern Mindanao,0,53,80,429,429,562,0,52,63,381,496,88.26%,66
28-Feb,31-Dec,Region XI - Davao Region,0,31,75,527,527,633,0,30,66,414,510,80.57%,123
28-Feb,31-Dec,Region XII - SOCCSKSARGEN,0,26,38,440,440,504,0,25,38,431,494,98.02%,10
28-Feb,31-Dec,Region XIII (Caraga),0,10,41,209,209,260,0,5,31,138,174,66.92%,86
28-Feb,31-Dec,MBHTE-BARMM,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,CAR,0,40,69,104,104,213,0,40,68,89,197,92.49%,16
28-Feb,31-Dec,NCR,0,21,40,639,639,700,0,21,38,565,624,89.14%,76
28-Feb,31-Dec,NEGROS ISLAND REGION (NIR),0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,PSO,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Region IV-A (CALABARZON),0,42,88,1137,1137,1267,0,38,67,888,993,78.37%,274
28-Feb,31-Dec,MIMAROPA Region,0,18,14,273,273,305,0,17,14,271,302,99.02%,3
28-Feb,31-Dec,SCHOOL ABROAD,,,,,,,,,,,,,
28-Feb,31-Dec,Kingdom of Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Kingdom of Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Sultanate of Oman,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,State of Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,REGION I - ILOCOS REGION,,,,,,,,,,,,,
28-Feb,31-Dec,Ilocos Norte,0,8,1,16,16,25,0,7,1,16,24,96.00%,1
28-Feb,31-Dec,Ilocos Sur,0,16,20,4,4,40,0,16,20,3,39,97.50%,1
28-Feb,31-Dec,La Union,0,9,8,41,41,58,0,9,8,37,54,93.10%,4
28-Feb,31-Dec,"Pangasinan I, Lingayen",0,12,11,105,105,128,0,12,11,105,128,100.00%,0
28-Feb,31-Dec,"Pangasinan II, Binalonan",0,7,9,34,34,50,0,7,7,33,47,94.00%,3
28-Feb,31-Dec,Dagupan City,0,0,0,10,10,10,0,0,0,8,8,80.00%,2
28-Feb,31-Dec,Laoag City,0,1,1,14,14,16,0,1,1,14,16,100.00%,0
28-Feb,31-Dec,San Carlos City-Region 1,0,3,5,4,4,12,0,3,5,4,12,100.00%,0
28-Feb,31-Dec,Urdaneta City,0,1,1,5,5,7,0,1,1,5,7,100.00%,0
28-Feb,31-Dec,Candon City,0,4,0,1,1,5,0,4,0,1,5,100.00%,0
28-Feb,31-Dec,Alaminos City,0,3,1,7,7,11,0,3,1,7,11,100.00%,0
28-Feb,31-Dec,Vigan City,0,0,0,18,18,18,0,0,0,18,18,100.00%,0
28-Feb,31-Dec,San Fernando City-Region 1,0,1,2,14,14,17,0,1,2,14,17,100.00%,0
28-Feb,31-Dec,Batac City,0,0,0,3,3,3,0,0,0,3,3,100.00%,0
28-Feb,31-Dec,REGION II - CAGAYAN VALLEY,,,,,,,,,,,,,
28-Feb,31-Dec,Batanes,0,0,0,2,2,2,0,0,0,2,2,100.00%,0
28-Feb,31-Dec,Cagayan,0,17,16,44,44,77,0,16,16,44,76,98.70%,1
28-Feb,31-Dec,Isabela,0,19,27,58,58,104,0,18,24,58,100,96.15%,4
28-Feb,31-Dec,Nueva Vizcaya,0,13,7,47,47,67,0,13,7,45,65,97.01%,2
28-Feb,31-Dec,Quirino,0,19,6,11,11,36,0,18,6,11,35,97.22%,1
28-Feb,31-Dec,Tuguegarao City,0,0,10,0,0,10,0,0,9,0,9,90.00%,1
28-Feb,31-Dec,Cauayan City,0,1,2,14,14,17,0,1,2,14,17,100.00%,0
28-Feb,31-Dec,Santiago City,0,0,1,26,26,27,0,0,1,26,27,100.00%,0
28-Feb,31-Dec,City of Ilagan,0,1,1,8,8,10,0,0,0,0,0,0%,10
28-Feb,31-Dec,REGION III - CENTRAL LUZON,,,,,,,,,,,,,
28-Feb,31-Dec,Aurora,0,2,0,12,12,14,0,2,0,12,14,100.00%,0
28-Feb,31-Dec,Bataan,0,4,10,45,45,59,0,0,0,0,0,0%,59
28-Feb,31-Dec,Bulacan,0,9,16,131,131,156,0,9,16,114,139,89.10%,17
28-Feb,31-Dec,Nueva Ecija,0,12,14,103,103,129,0,12,14,103,129,100.00%,0
28-Feb,31-Dec,Pampanga,0,7,3,97,97,107,0,6,3,97,106,99.07%,1
28-Feb,31-Dec,Tarlac,0,12,11,98,98,121,0,12,11,96,119,98.35%,2
28-Feb,31-Dec,Zambales,0,4,14,46,46,64,0,4,12,46,62,96.88%,2
28-Feb,31-Dec,Angeles City,0,0,1,40,40,41,0,0,0,0,0,0%,41
28-Feb,31-Dec,Cabanatuan City,0,1,2,37,37,40,0,0,0,0,0,0%,40
28-Feb,31-Dec,Olongapo City,0,0,1,10,10,11,0,0,0,0,0,0%,11
28-Feb,31-Dec,San Jose del Monte City,0,0,6,50,50,56,0,0,6,43,49,87.50%,7
28-Feb,31-Dec,San Fernando City,0,3,5,47,47,55,0,3,5,47,55,100.00%,0
28-Feb,31-Dec,Gapan City,0,0,0,11,11,11,0,0,0,11,11,100.00%,0
28-Feb,31-Dec,Tarlac City,0,1,2,23,23,26,0,1,2,23,26,100.00%,0
28-Feb,31-Dec,Munoz Science City,0,0,0,6,6,6,0,0,0,6,6,100.00%,0
28-Feb,31-Dec,Balanga City,0,1,7,22,22,30,0,1,7,22,30,100.00%,0
28-Feb,31-Dec,Malolos City,0,3,0,29,29,32,0,0,0,0,0,0%,32
28-Feb,31-Dec,San Jose City,0,3,2,19,19,24,0,3,2,19,24,100.00%,0
28-Feb,31-Dec,Mabalacat City,0,1,2,7,7,10,0,0,0,0,0,0%,10
28-Feb,31-Dec,Meycauayan City,0,1,0,13,13,14,0,1,0,13,14,100.00%,0
28-Feb,31-Dec,REGION V - BICOL REGION,,,,,,,,,,,,,
28-Feb,31-Dec,Albay,0,4,2,114,114,120,0,3,1,97,101,84.17%,19
28-Feb,31-Dec,Camarines Norte,0,1,2,45,45,48,0,1,2,43,46,95.83%,2
28-Feb,31-Dec,Camarines Sur,0,3,18,142,142,163,0,3,14,135,152,93.25%,11
28-Feb,31-Dec,Catanduanes,0,3,3,7,7,13,0,3,3,7,13,100.00%,0
28-Feb,31-Dec,Masbate,0,2,6,48,48,56,0,2,5,41,48,85.71%,8
28-Feb,31-Dec,Sorsogon,0,1,16,58,58,75,0,1,15,58,74,98.67%,1
28-Feb,31-Dec,Iriga City,0,0,1,9,9,10,0,0,1,9,10,100.00%,0
28-Feb,31-Dec,Legaspi City,0,0,2,13,13,15,0,0,2,8,10,66.67%,5
28-Feb,31-Dec,Naga City,0,1,9,5,5,15,0,1,7,1,9,60.00%,6
28-Feb,31-Dec,Sorsogon City,0,2,3,6,6,11,0,1,3,5,9,81.82%,2
28-Feb,31-Dec,Tabaco City,0,2,6,3,3,11,0,1,6,3,10,90.91%,1
28-Feb,31-Dec,Ligao City,0,0,1,15,15,16,0,0,1,13,14,87.50%,2
28-Feb,31-Dec,Masbate City,0,0,0,12,12,12,0,0,0,12,12,100.00%,0
28-Feb,31-Dec,REGION VI - WESTERN VISAYAS,,,,,,,,,,,,,
28-Feb,31-Dec,Himamaylan City,0,2,0,7,7,9,0,2,0,1,3,33.33%,6
28-Feb,31-Dec,Sipalay City,0,0,2,1,1,3,0,0,2,0,2,66.67%,1
28-Feb,31-Dec,Aklan,0,3,7,72,72,82,0,3,5,0,8,9.76%,74
28-Feb,31-Dec,Antique,0,13,8,54,54,75,0,12,8,0,20,26.67%,55
28-Feb,31-Dec,Capiz,0,1,5,82,82,88,0,0,0,0,0,0%,88
28-Feb,31-Dec,Guimaras,0,10,1,0,0,11,0,10,1,0,11,100.00%,0
28-Feb,31-Dec,Iloilo,0,25,32,123,123,180,0,18,20,3,41,22.78%,139
28-Feb,31-Dec,Negros Occidental,0,20,13,115,115,148,0,17,11,19,47,31.76%,101
28-Feb,31-Dec,Bacolod City,0,0,11,31,31,42,0,0,10,22,32,76.19%,10
28-Feb,31-Dec,Bago City,0,1,1,2,2,4,0,1,0,0,1,25.00%,3
28-Feb,31-Dec,Cadiz City,0,2,1,32,32,35,0,2,1,29,32,91.43%,3
28-Feb,31-Dec,Iloilo City,0,8,9,43,43,60,0,7,6,3,16,26.67%,44
28-Feb,31-Dec,La Carlota City,0,0,0,5,5,5,0,0,0,5,5,100.00%,0
28-Feb,31-Dec,Roxas City,0,1,4,5,5,10,0,1,4,5,10,100.00%,0
28-Feb,31-Dec,Sagay City,0,1,0,9,9,10,0,1,0,5,6,60.00%,4
28-Feb,31-Dec,San Carlos City,0,1,0,13,13,14,0,1,0,13,14,100.00%,0
28-Feb,31-Dec,Silay City,0,0,1,8,8,9,0,0,0,0,0,0%,9
28-Feb,31-Dec,Kabankalan City,0,3,2,15,15,20,0,3,2,0,5,25.00%,15
28-Feb,31-Dec,Passi City,0,2,1,12,12,15,0,2,1,9,12,80.00%,3
28-Feb,31-Dec,Escalante City,0,0,1,9,9,10,0,0,1,9,10,100.00%,0
28-Feb,31-Dec,Victorias City,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,REGION VII - CENTRAL VISAYAS,,,,,,,,,,,,,
28-Feb,31-Dec,Bohol,0,30,67,20,20,117,0,30,67,20,117,100.00%,0
28-Feb,31-Dec,Cebu,0,17,37,273,273,327,0,17,36,248,301,92.05%,26
28-Feb,31-Dec,Cebu City,0,4,8,56,56,68,0,4,8,41,53,77.94%,15
28-Feb,31-Dec,Dumaguete City,0,0,3,16,16,19,0,0,3,16,19,100.00%,0
28-Feb,31-Dec,Lapu-Lapu City,0,0,4,25,25,29,0,0,4,25,29,100.00%,0
28-Feb,31-Dec,Mandaue City,0,0,12,18,18,30,0,0,12,16,28,93.33%,2
28-Feb,31-Dec,Negros Oriental,0,5,4,66,66,75,0,3,3,63,69,92.00%,6
28-Feb,31-Dec,Siquijor,0,1,1,14,14,16,0,1,1,14,16,100.00%,0
28-Feb,31-Dec,Toledo City,0,2,1,30,30,33,0,2,1,2,5,15.15%,28
28-Feb,31-Dec,Bayawan City,0,1,1,9,9,11,0,1,0,5,6,54.55%,5
28-Feb,31-Dec,Danao City,0,1,4,6,6,11,0,0,4,6,10,90.91%,1
28-Feb,31-Dec,Tagbilaran City,0,0,0,15,15,15,0,0,0,15,15,100.00%,0
28-Feb,31-Dec,Talisay City,0,4,2,25,25,31,0,4,2,3,9,29.03%,22
28-Feb,31-Dec,Tanjay City,0,1,3,1,1,5,0,1,2,1,4,80.00%,1
28-Feb,31-Dec,Bais City,0,1,4,7,7,12,0,1,4,7,12,100.00%,0
28-Feb,31-Dec,Guihulngan City,0,0,1,6,6,7,0,0,0,0,0,0%,7
28-Feb,31-Dec,Carcar City,0,1,2,30,30,33,0,1,2,30,33,100.00%,0
28-Feb,31-Dec,Bogo City,0,3,2,10,10,15,0,3,2,10,15,100.00%,0
28-Feb,31-Dec,"City of Naga, Cebu",0,1,3,28,28,32,0,1,3,28,32,100.00%,0
28-Feb,31-Dec,REGION VIII - EASTERN VISAYAS,,,,,,,,,,,,,
28-Feb,31-Dec,Biliran,0,0,0,13,13,13,0,0,0,13,13,100.00%,0
28-Feb,31-Dec,Leyte,0,7,12,97,97,116,0,7,11,88,106,91.38%,10
28-Feb,31-Dec,Southern Leyte,0,1,0,46,46,47,0,1,0,46,47,100.00%,0
28-Feb,31-Dec,Eastern Samar,0,4,1,51,51,56,0,4,1,51,56,100.00%,0
28-Feb,31-Dec,Northern Samar,0,35,0,85,85,120,0,35,0,81,116,96.67%,4
28-Feb,31-Dec,Samar (Western Samar),0,1,1,66,66,68,0,1,1,64,66,97.06%,2
28-Feb,31-Dec,Calbayog City,0,0,2,24,24,26,0,0,2,24,26,100.00%,0
28-Feb,31-Dec,Ormoc City,0,2,4,8,8,14,0,2,4,8,14,100.00%,0
28-Feb,31-Dec,Tacloban City,0,1,2,11,11,14,0,1,2,11,14,100.00%,0
28-Feb,31-Dec,Maasin City,0,2,0,4,4,6,0,2,0,4,6,100.00%,0
28-Feb,31-Dec,Catbalogan City,0,1,0,10,10,11,0,1,0,8,9,81.82%,2
28-Feb,31-Dec,Borongan City,0,2,1,35,35,38,0,2,1,35,38,100.00%,0
28-Feb,31-Dec,Baybay City,0,1,0,11,11,12,0,1,0,11,12,100.00%,0
28-Feb,31-Dec,DEPED REGION IX - ZAMBOANGA PENINSULA,,,,,,,,,,,,,
28-Feb,31-Dec,Zamboanga del Norte,0,5,5,100,100,110,0,5,5,98,108,98.18%,2
28-Feb,31-Dec,Zamboanga del Sur,0,12,11,32,32,55,0,12,11,31,54,98.18%,1
28-Feb,31-Dec,Zamboanga Sibugay,0,6,0,95,95,101,0,6,0,95,101,100.00%,0
28-Feb,31-Dec,Dapitan City,0,2,1,8,8,11,0,2,1,8,11,100.00%,0
28-Feb,31-Dec,Dipolog City,0,2,0,37,37,39,0,2,0,36,38,97.44%,1
28-Feb,31-Dec,Isabela City,0,0,1,19,19,20,0,0,1,19,20,100.00%,0
28-Feb,31-Dec,Pagadian City,0,7,10,1,1,18,0,7,10,1,18,100.00%,0
28-Feb,31-Dec,Zamboanga City,0,3,2,150,150,155,0,3,2,149,154,99.35%,1
28-Feb,31-Dec,REGION X - NORTHERN MINDANAO,,,,,,,,,,,,,
28-Feb,31-Dec,Bukidnon,0,11,18,86,86,115,0,11,14,60,85,73.91%,30
28-Feb,31-Dec,Camiguin,0,2,1,8,8,11,0,2,1,8,11,100.00%,0
28-Feb,31-Dec,Lanao del Norte,0,9,5,71,71,85,0,9,5,71,85,100.00%,0
28-Feb,31-Dec,Misamis Occidental,0,2,1,7,7,10,0,2,1,4,7,70.00%,3
28-Feb,31-Dec,Misamis Oriental,0,2,4,107,107,113,0,2,4,107,113,100.00%,0
28-Feb,31-Dec,Cagayan de Oro City,0,10,16,18,18,44,0,10,6,11,27,61.36%,17
28-Feb,31-Dec,Gingoog City,0,1,2,44,44,47,0,1,2,44,47,100.00%,0
28-Feb,31-Dec,Iligan City,0,2,10,15,15,27,0,1,7,7,15,55.56%,12
28-Feb,31-Dec,Ozamis City,0,3,7,25,25,35,0,3,7,24,34,97.14%,1
28-Feb,31-Dec,Oroquieta City,0,1,4,3,3,8,0,1,4,0,5,62.50%,3
28-Feb,31-Dec,Tangub City,0,1,1,17,17,19,0,1,1,17,19,100.00%,0
28-Feb,31-Dec,Valencia City,0,4,3,6,6,13,0,4,3,6,13,100.00%,0
28-Feb,31-Dec,Malaybalay City,0,5,7,16,16,28,0,5,7,16,28,100.00%,0
28-Feb,31-Dec,El Salvador,0,0,1,6,6,7,0,0,1,6,7,100.00%,0
28-Feb,31-Dec,REGION XI - DAVAO REGION,,,,,,,,,,,,,
28-Feb,31-Dec,Davao De Oro,0,2,4,95,95,101,0,2,2,95,99,98.02%,2
28-Feb,31-Dec,Davao del Norte,0,2,0,85,85,87,0,2,0,66,68,78.16%,19
28-Feb,31-Dec,Davao del Sur,0,2,4,40,40,46,0,2,4,40,46,100.00%,0
28-Feb,31-Dec,Davao Oriental,0,0,6,41,41,47,0,0,6,17,23,48.94%,24
28-Feb,31-Dec,Davao City,0,22,45,179,179,246,0,21,40,111,172,69.92%,74
28-Feb,31-Dec,Digos City,0,0,3,3,3,6,0,0,3,2,5,83.33%,1
28-Feb,31-Dec,Panabo City,0,2,4,21,21,27,0,2,4,21,27,100.00%,0
28-Feb,31-Dec,Tagum City,0,0,4,15,15,19,0,0,4,15,19,100.00%,0
28-Feb,31-Dec,Island Garden City of Samal,0,0,0,16,16,16,0,0,0,16,16,100.00%,0
28-Feb,31-Dec,Mati City,0,1,3,7,7,11,0,1,3,7,11,100.00%,0
28-Feb,31-Dec,Davao Occidental,0,0,2,25,25,27,0,0,0,24,24,88.89%,3
28-Feb,31-Dec,REGION XII - SOCCSKSARGEN,,,,,,,,,,,,,
28-Feb,31-Dec,North Cotabato,0,7,12,114,114,133,0,7,12,114,133,100.00%,0
28-Feb,31-Dec,Sarangani,0,0,5,62,62,67,0,0,5,62,67,100.00%,0
28-Feb,31-Dec,South Cotabato,0,6,9,95,95,110,0,6,9,95,110,100.00%,0
28-Feb,31-Dec,Sultan Kudarat,0,6,4,58,58,68,0,5,4,56,65,95.59%,3
28-Feb,31-Dec,General Santos City,0,1,0,49,49,50,0,1,0,42,43,86.00%,7
28-Feb,31-Dec,Kidapawan City,0,4,2,43,43,49,0,4,2,43,49,100.00%,0
28-Feb,31-Dec,Koronadal City,0,1,4,14,14,19,0,1,4,14,19,100.00%,0
28-Feb,31-Dec,Tacurong City,0,1,2,5,5,8,0,1,2,5,8,100.00%,0
28-Feb,31-Dec,REGION XIII (CARAGA),,,,,,,,,,,,,
28-Feb,31-Dec,Agusan del Norte,0,2,0,16,16,18,0,0,0,0,0,0%,18
28-Feb,31-Dec,Agusan del Sur,0,1,1,52,52,54,0,1,1,52,54,100.00%,0
28-Feb,31-Dec,Butuan City,0,2,3,21,21,26,0,2,2,21,25,96.15%,1
28-Feb,31-Dec,Siargao,0,1,0,8,8,9,0,1,0,3,4,44.44%,5
28-Feb,31-Dec,Surigao City,0,0,2,12,12,14,0,0,0,0,0,0%,14
28-Feb,31-Dec,Surigao del Norte,0,1,2,26,26,29,0,1,1,18,20,68.97%,9
28-Feb,31-Dec,Surigao del Sur,0,2,26,10,10,38,0,0,20,6,26,68.42%,12
28-Feb,31-Dec,Bislig City,0,0,1,2,2,3,0,0,1,2,3,100.00%,0
28-Feb,31-Dec,Dinagat Island,0,0,1,29,29,30,0,0,1,14,15,50.00%,15
28-Feb,31-Dec,Bayugan City,0,1,0,11,11,12,0,0,0,0,0,0%,12
28-Feb,31-Dec,Cabadbaran City,0,0,3,6,6,9,0,0,3,6,9,100.00%,0
28-Feb,31-Dec,Tandag City,0,0,2,16,16,18,0,0,2,16,18,100.00%,0
28-Feb,31-Dec,MBHTE-BARMM,,,,,,,,,,,,,
28-Feb,31-Dec,Special Geographic Division,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Cotabato City,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Basilan,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Lanao del Sur - I,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Lanao del Sur - II,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Maguindanao I,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Sulu,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Tawi-Tawi,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Marawi City,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Lamitan City,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Maguindanao II,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,CAR,,,,,,,,,,,,,
28-Feb,31-Dec,Abra,0,3,3,26,26,32,0,3,3,12,18,56.25%,14
28-Feb,31-Dec,Apayao,0,0,3,14,14,17,0,0,3,13,16,94.12%,1
28-Feb,31-Dec,Benguet,0,27,36,7,7,70,0,27,35,7,69,98.57%,1
28-Feb,31-Dec,Ifugao,0,3,1,14,14,18,0,3,1,14,18,100.00%,0
28-Feb,31-Dec,Kalinga,0,2,0,8,8,10,0,2,0,8,10,100.00%,0
28-Feb,31-Dec,Mt. Province,0,3,6,2,2,11,0,3,6,2,11,100.00%,0
28-Feb,31-Dec,Baguio City,0,0,10,31,31,41,0,0,10,31,41,100.00%,0
28-Feb,31-Dec,Tabuk City,0,2,10,2,2,14,0,2,10,2,14,100.00%,0
28-Feb,31-Dec,NCR,,,,,,,,,,,,,
28-Feb,31-Dec,Manila,0,1,0,8,8,9,0,1,0,0,1,11.11%,8
28-Feb,31-Dec,Quezon City,0,7,7,55,55,69,0,7,7,47,61,88.41%,8
28-Feb,31-Dec,Pasay City,0,1,0,65,65,66,0,1,0,65,66,100.00%,0
28-Feb,31-Dec,Caloocan City,0,3,8,91,91,102,0,3,8,91,102,100.00%,0
28-Feb,31-Dec,Mandaluyong City,0,1,6,20,20,27,0,1,6,19,26,96.30%,1
28-Feb,31-Dec,Marikina City,0,0,4,22,22,26,0,0,4,12,16,61.54%,10
28-Feb,31-Dec,Makati City,0,0,0,23,23,23,0,0,0,17,17,73.91%,6
28-Feb,31-Dec,Pasig City,0,0,2,60,60,62,0,0,2,58,60,96.77%,2
28-Feb,31-Dec,Paranaque City,0,1,2,141,141,144,0,1,2,141,144,100.00%,0
28-Feb,31-Dec,Las Pinas City,0,1,3,17,17,21,0,1,1,10,12,57.14%,9
28-Feb,31-Dec,Valenzuela City,0,0,2,42,42,44,0,0,2,42,44,100.00%,0
28-Feb,31-Dec,Malabon City,0,0,2,5,5,7,0,0,2,5,7,100.00%,0
28-Feb,31-Dec,Taguig,0,6,2,26,26,34,0,6,2,25,33,97.06%,1
28-Feb,31-Dec,Muntinlupa City,0,0,1,51,51,52,0,0,1,20,21,40.38%,31
28-Feb,31-Dec,City of San Juan,0,0,1,2,2,3,0,0,1,2,3,100.00%,0
28-Feb,31-Dec,Navotas,0,0,0,11,11,11,0,0,0,11,11,100.00%,0
28-Feb,31-Dec,REGION IV-A (CALABARZON),,,,,,,,,,,,,
28-Feb,31-Dec,Cabuyao City,0,0,0,30,30,30,0,0,0,27,27,90.00%,3
28-Feb,31-Dec,General Trias City,0,3,4,65,65,72,0,3,3,61,67,93.06%,5
28-Feb,31-Dec,San Pedro City,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Feb,31-Dec,Batangas,0,3,15,157,157,175,0,3,14,151,168,96.00%,7
28-Feb,31-Dec,Cavite,0,6,9,148,148,163,0,6,8,139,153,93.87%,10
28-Feb,31-Dec,Laguna,0,6,10,72,72,88,0,6,8,70,84,95.45%,4
28-Feb,31-Dec,Quezon,0,4,8,167,167,179,0,4,7,159,170,94.97%,9
28-Feb,31-Dec,Rizal,0,4,9,144,144,157,0,0,0,0,0,0%,157
